TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
2017-03-06 08:32:30.987000,Hood Conveyor,CNZ205,Hood Upload
2017-03-06 08:33:41.207000,Cab Conveyer,BHK490,Cab Upload 2
2017-03-06 08:33:41.207000,Cab Conveyor / Monorail,BHK490,Cab Upload
2017-03-06 08:36:42.383000,Cab Conveyer,UYZ958,Cab Upload 2
2017-03-06 08:36:42.383000,Cab Conveyor / Monorail,UYZ958,Cab Upload
2017-03-06 08:37:21.487000,Cab call scan,LWK693,A Line
2017-03-06 08:38:45.000000,U-BOLT,GDU671,Front U-Bolt
2017-03-06 08:40:02.173000,OMT Offline Tracking,PSZ241,Enter Offline
2017-03-06 08:40:02.173000,OMT Offline Tracking,PSZ241,Sold
2017-03-06 08:40:33.070000,Hood Conveyor,MQH836,Hood Upload
2017-03-06 08:42:21.253000,Cab Conveyer,TNY179,Cab Upload 2
2017-03-06 08:42:21.253000,Cab Conveyor / Monorail,TNY179,Cab Upload
2017-03-06 08:42:35.333000,Hood Conveyor,MRI015,Hood Upload
2017-03-06 08:42:57.703000,OMT Offline Tracking,BEC741,Enter Offline
2017-03-06 08:43:30.950000,Cab Call Scan,QVS392,B Line
2017-03-06 08:45:51.123000,Assembly Line Tracker,XGW598,Pool 13 Start
2017-03-06 08:45:51.720000,Assembly Line Tracker,KQN543,Pool 13 Start
2017-03-06 08:45:57.334688,Paint Inspection,IQS845,PAINT
2017-03-06 08:46:37.887000,Hood Conveyor,HRY673,Hood Upload
2017-03-06 08:47:37.000000,U-BOLT,ELI075,Front U-Bolt
2017-03-06 08:49:26.837000,Cab Conveyer,PYH561,Cab Upload 2
2017-03-06 08:49:26.837000,Cab Conveyor / Monorail,PYH561,Cab Upload
2017-03-06 08:49:29.000000,STVMS Tracking Chassis Start,TQL981,Chassis Start
2017-03-06 08:49:33.000000,STVMS Tracking Chassis Start,KQN543,Chassis Start
2017-03-06 08:49:35.000000,STVMS Tracking Chassis Start,XGW598,Chassis Start
2017-03-06 08:50:49.657000,Hood Conveyor,AKC912,Hood Upload
2017-03-06 08:51:12.873000,Cab call scan,HZD382,A Line
2017-03-06 08:52:50.000000,U-BOLT,PEK163,Front U-Bolt
2017-03-06 08:53:39.570000,Cab Call Scan,WDM529,B Line
2017-03-06 08:57:21.653000,OMT Offline Tracking,TJV623,Enter Offline
2017-03-06 08:58:16.210000,Cab Conveyer,EPB160,Cab Upload 2
2017-03-06 08:58:16.210000,Cab Conveyor / Monorail,EPB160,Cab Upload
2017-03-06 08:58:48.432031,Paint Inspection,DTP539,PAINT
2017-03-06 09:01:51.000000,U-BOLT,SYB619,Front U-Bolt
2017-03-06 09:04:48.029936,Paint Inspection,IBA235,PAINT
2017-03-06 09:05:50.760000,Assembly Line Tracker,CNZ205,Pool 13 Start
2017-03-06 09:05:51.433000,Assembly Line Tracker,YDL247,Pool 13 Start
2017-03-06 09:06:13.617000,Cab call scan,XSF309,A Line
2017-03-06 09:08:18.000000,U-BOLT,CXD285,Front U-Bolt
2017-03-06 09:08:27.887000,Cab Conveyer,LWK693,Cab Upload 2
2017-03-06 09:08:27.887000,Cab Conveyor / Monorail,LWK693,Cab Upload
2017-03-06 09:09:27.911331,Paint Inspection,ZYA587,PAINT
2017-03-06 09:10:50.720000,Assembly Line Tracker,MQH836,Pool 13 Start
2017-03-06 09:12:05.680000,OMT Offline Tracking,DWK315,Enter Offline
2017-03-06 09:13:30.000000,STVMS Tracking Chassis Start,YDL247,Chassis Start
2017-03-06 09:13:34.000000,STVMS Tracking Chassis Start,CNZ205,Chassis Start
2017-03-06 09:13:37.000000,STVMS Tracking Chassis Start,MQH836,Chassis Start
2017-03-06 09:14:04.527000,Hood Conveyor,DTP539,Hood Upload
2017-03-06 09:14:41.254939,Paint Inspection,MBP046,PAINT
2017-03-06 09:15:10.977000,OMT Offline Tracking,NGC871,Enter Offline
2017-03-06 09:15:29.717000,Cab Call Scan,GMS924,B Line
2017-03-06 09:15:52.000000,U-BOLT,BEM390,Front U-Bolt
2017-03-06 09:15:53.920000,Assembly Line Tracker,MRI015,Pool 13 Start
2017-03-06 09:16:06.817000,Hood Conveyor,IQS845,Hood Upload
2017-03-06 09:17:22.937000,Cab Conveyer,QVS392,Cab Upload 2
2017-03-06 09:17:22.937000,Cab Conveyor / Monorail,QVS392,Cab Upload
2017-03-06 09:20:32.373000,Hood Conveyor,ZYA587,Hood Upload
2017-03-06 09:20:33.000000,STVMS Tracking Chassis Start,MRI015,Chassis Start
2017-03-06 09:20:48.450093,Paint Inspection,BRL042,PAINT
2017-03-06 09:21:57.650000,Cab call scan,ITO673,A Line
2017-03-06 09:24:55.097000,Hood Conveyor,IBA235,Hood Upload
2017-03-06 09:25:45.590000,Cab Conveyer,WDM529,Cab Upload 2
2017-03-06 09:25:45.590000,Cab Conveyor / Monorail,WDM529,Cab Upload
2017-03-06 09:28:27.592236,Paint Inspection,FHL057,PAINT
2017-03-06 09:29:10.770000,OMT Offline Tracking,LNY482,Enter Offline
2017-03-06 09:31:13.000000,U-BOLT,ETO603,Front U-Bolt
2017-03-06 09:34:01.977000,Cab Call Scan,QME682,B Line
2017-03-06 09:34:54.990000,Cab Conveyer,HZD382,Cab Upload 2
2017-03-06 09:34:54.990000,Cab Conveyor / Monorail,HZD382,Cab Upload
2017-03-06 09:35:52.067000,Hood Conveyor,MBP046,Hood Upload
2017-03-06 09:35:52.147000,Assembly Line Tracker,AKC912,Pool 13 Start
2017-03-06 09:35:52.803000,Assembly Line Tracker,HRY673,Pool 13 Start
2017-03-06 09:36:02.288351,Paint Inspection,LMN504,PAINT
2017-03-06 09:36:47.290000,Cab in white conveyer,PMG926,CIW upload
2017-03-06 09:37:13.677000,Cab call scan,YPV702,A Line
2017-03-06 09:39:17.000000,U-BOLT,RCF947,Front U-Bolt
2017-03-06 09:40:52.620000,Cab Conveyer,XSF309,Cab Upload 2
2017-03-06 09:40:52.620000,Cab Conveyor / Monorail,XSF309,Cab Upload
2017-03-06 09:41:45.243000,Cab in white conveyer,GOB710,CIW upload
2017-03-06 09:41:56.457421,Paint Inspection,TPG078,PAINT
2017-03-06 09:43:24.783000,Hood Conveyor,FHL057,Hood Upload
2017-03-06 09:43:27.717000,OMT Offline Tracking,UJB305,Enter Offline
2017-03-06 09:43:42.390000,OMT Offline Tracking,KWT597,Enter Offline
2017-03-06 09:44:31.000000,U-BOLT,ALP937,Front U-Bolt
2017-03-06 09:47:07.160000,Cab Call Scan,FTO836,B Line
2017-03-06 09:47:34.783000,Hood Conveyor,BRL042,Hood Upload
2017-03-06 09:47:45.634459,Paint Inspection,XPR275,PAINT
2017-03-06 09:47:47.830000,Cab in white conveyer,QDR380,CIW upload
2017-03-06 09:49:08.443000,Cab Conveyer,GMS924,Cab Upload 2
2017-03-06 09:49:08.443000,Cab Conveyor / Monorail,GMS924,Cab Upload
2017-03-06 09:49:16.467000,OMT Offline Tracking,TFU306,Enter Offline
2017-03-06 09:50:51.543000,Assembly Line Tracker,DTP539,Pool 13 Start
